"","GENE","FREQUENCY"
"1092","LPAR5",0.3
"1093","LRP2BP",0.3
"1094","LRRIQ3",0.3
"1095","LST1",0.3
"1096","LY6E",0.3
"1097","MAP1LC3A",0.3
"1098","MAP3K1",0.3
"1099","MAP3K3",0.3
"1100","MAVS",0.3
"1101","MCOLN2",0.3
"1102","MDM2",0.3
"1103","MEOX1",0.3
"1104","MFSD8",0.3
"1105","MLKL",0.3
"1106","MLLT11",0.3
"1107","MRPS6",0.3
"1108","MSRB1",0.3
"1109","MTDH",0.3
"1110","MTHFD1L",0.3
"1111","N4BP2L1",0.3
"1112","NAT14",0.3
"1113","NBN",0.3
"1114","NCF4",0.3
"1115","NCK1",0.3
"1116","NDFIP1",0.3
"1117","NGFRAP1",0.3
"1118","NLK",0.3
"1119","NME1",0.3
"1120","NOM1",0.3
"1121","NR2C1",0.3
"1122","NT5C3A",0.3
"1123","NUBPL",0.3
"1124","OSBPL9",0.3
"1125","OSR2",0.3
"1126","OSTN-AS1",0.3
"1127","PAG1",0.3
"1128","PAN3",0.3
"1129","PAPSS1",0.3
"1130","PBX3",0.3
"1131","PCYOX1",0.3
"1132","PDLIM1",0.3
"1133","PDLIM4",0.3
"1134","PDLIM7",0.3
"1135","PEX19",0.3
"1136","PFKFB3",0.3
"1137","PHF19",0.3
"1138","PIGM",0.3
"1139","PIK3CD-AS1",0.3
"1140","PILRA",0.3
"1141","PIP4K2A",0.3
"1142","PIP5K1B",0.3
"1143","PLAUR",0.3
"1144","PNP",0.3
"1145","PPP3CC",0.3
"1146","PRIMPOL",0.3
"1147","PRPF6",0.3
"1148","PRSS16",0.3
"1149","PSEN2",0.3
"1150","PTAR1",0.3
"1151","PTPN22",0.3
"1152","QRSL1",0.3
"1153","QSOX1",0.3
"1154","R3HCC1L",0.3
"1155","RAB37",0.3
"1156","RABGAP1L",0.3
"1157","RASSF1",0.3
"1158","RCN1",0.3
"1159","RFTN1",0.3
"1160","RGS3",0.3
"1161","RNF103",0.3
"1162","RNF168",0.3
"1163","ROBO1",0.3
"1164","RP1-148H17.1",0.3
"1165","RP11-11N9.4",0.3
"1166","RP11-138I18.2",0.3
"1167","RP11-166B2.1",0.3
"1168","RP11-279O9.4",0.3
"1169","RP11-290F5.2",0.3
"1170","RP11-568N6.1",0.3
"1171","RP11-57A1.1",0.3
"1172","RP11-758H9.2",0.3
"1173","RRBP1",0.3
"1174","RTN2",0.3
"1175","RTP4",0.3
"1176","RTTN",0.3
"1177","RUFY1",0.3
"1178","SCAMP5",0.3
"1179","SEC11C",0.3
"1180","SEL1L3",0.3
"1181","SELK",0.3
"1182","SERPINB10",0.3
"1183","SESTD1",0.3
"1184","SETX",0.3
"1185","SFMBT1",0.3
"1186","SGK494",0.3
"1187","SIRPA",0.3
"1188","SLBP",0.3
"1189","SLC25A10",0.3
"1190","SLC35E1",0.3
"1191","SLC35G2",0.3
"1192","SLC37A1",0.3
"1193","SLC37A4",0.3
"1194","SLC41A2",0.3
"1195","SLC5A3",0.3
"1196","SLFN13",0.3
"1197","SOBP",0.3
"1198","SOCS2",0.3
"1199","SORD",0.3
"1200","SPON1",0.3
"1201","STK11",0.3
"1202","SUPT7L",0.3
"1203","SWAP70",0.3
"1204","SYNGR1",0.3
"1205","T",0.3
"1206","TAOK1",0.3
"1207","TBC1D13",0.3
"1208","TEC",0.3
"1209","TFRC",0.3
"1210","TLR1",0.3
"1211","TMEM129",0.3
"1212","TMEM237",0.3
"1213","TMEM67",0.3
"1214","TNFAIP6",0.3
"1215","TNFSF11",0.3
"1216","TOM1L2",0.3
"1217","TOPBP1",0.3
"1218","TOR4A",0.3
"1219","TP53I3",0.3
"1220","TRAF3IP3",0.3
"1221","TRAF5",0.3
"1222","TRIQK",0.3
"1223","TSC1",0.3
"1224","TSPAN12",0.3
"1225","TSPAN15",0.3
"1226","TST",0.3
"1227","TTC39C-AS1",0.3
"1228","TXNRD1",0.3
"1229","UBAC2-AS1",0.3
"1230","UBAP1",0.3
"1231","UBD",0.3
"1232","UBE2J1",0.3
"1233","UBR7",0.3
"1234","UNC119",0.3
"1235","UNC13C",0.3
"1236","UNC93B1",0.3
"1237","UPB1",0.3
"1238","UPRT",0.3
"1239","USP11",0.3
"1240","USP25",0.3
"1241","USP49",0.3
"1242","VIM-AS1",0.3
"1243","VMP1",0.3
"1244","VPS37B",0.3
"1245","VPS8",0.3
"1246","WDR25",0.3
"1247","WDR60",0.3
"1248","XXbac-BPG299F13.17",0.3
"1249","YPEL2",0.3
"1250","ZBTB10",0.3
"1251","ZBTB11",0.3
"1252","ZEB2",0.3
"1253","ZFAND5",0.3
"1254","ZMAT3",0.3
"1255","ZMYND11",0.3
"1256","ZNF195",0.3
"1257","ZNF385A",0.3
"1258","ZNF518B",0.3
"1259","ZNF671",0.3
"1260","ZNF780A",0.3
"1261","ZNF90",0.3
"1262","ZNF92",0.3
"1263","AC004951.6",0.2
"1264","ACTB",0.2
"1265","ADCK2",0.2
"1266","ADK",0.2
"1267","ADO",0.2
"1268","AMN1",0.2
"1269","ANXA5",0.2
"1270","APOBEC3H",0.2
"1271","APOL6",0.2
"1272","ARF4",0.2
"1273","ASTE1",0.2
"1274","ATG2A",0.2
"1275","ATP1A1",0.2
"1276","B4GALT5",0.2
"1277","BAIAP2L1",0.2
"1278","BISPR",0.2
"1279","BRAT1",0.2
"1280","BTG3",0.2
"1281","C12orf42",0.2
"1282","C14orf93",0.2
"1283","C1QTNF9B-AS1",0.2
"1284","C5orf28",0.2
"1285","C5orf45",0.2
"1286","CALHM2",0.2
"1287","CAMK2G",0.2
"1288","CARD16",0.2
"1289","CASP2",0.2
"1290","CBFA2T2",0.2
"1291","CBLB",0.2
"1292","CCDC167",0.2
"1293","CCDC34",0.2
"1294","CCDC66",0.2
"1295","CCNB1",0.2
"1296","CCNY",0.2
"1297","CDC20",0.2
"1298","CDK14",0.2
"1299","CDK6",0.2
"1300","CDKAL1",0.2
"1301","CECR1",0.2
"1302","CH17-189H20.1",0.2
"1303","CLC",0.2
"1304","CMSS1",0.2
"1305","CMTM6",0.2
"1306","CNBD2",0.2
"1307","COTL1",0.2
"1308","CTD-2371O3.3",0.2
"1309","CTDSPL2",0.2
"1310","CTSZ",0.2
"1311","CYB5D2",0.2
"1312","CYB5R3",0.2
"1313","CYBB",0.2
"1314","DCAF16",0.2
"1315","DCAF17",0.2
"1316","DDX58",0.2
"1317","DHX57",0.2
"1318","DNAJC13",0.2
"1319","DOLPP1",0.2
"1320","DSTYK",0.2
"1321","EBF1",0.2
"1322","EDRF1",0.2
"1323","EFNA5",0.2
"1324","EGR1",0.2
"1325","EIF3J-AS1",0.2
"1326","ELOVL5",0.2
"1327","ESAM",0.2
"1328","ESR2",0.2
"1329","FAM228B",0.2
"1330","FCGR2B",0.2
"1331","FOXO3",0.2
"1332","GATC",0.2
"1333","GFOD2",0.2
"1334","GLCCI1",0.2
"1335","GLRX",0.2
"1336","GPT2",0.2
"1337","GPX4",0.2
"1338","HERC6",0.2
"1339","HIF1AN",0.2
"1340","HMGB3",0.2
"1341","ICAM4",0.2
"1342","IER5",0.2
"1343","IFNGR2",0.2
"1344","IGFLR1",0.2
"1345","IMPA1",0.2
"1346","INAFM1",0.2
"1347","INPPL1",0.2
"1348","IRF2BP2",0.2
"1349","JARID2",0.2
"1350","KAT2A",0.2
"1351","KDM3B",0.2
"1352","KLHDC4",0.2
"1353","L3HYPDH",0.2
"1354","LINC00662",0.2
"1355","LINC01089",0.2
"1356","LINC01410",0.2
"1357","LRRK1",0.2
"1358","MAN1A1",0.2
"1359","MAN2C1",0.2
"1360","MARCH1",0.2
"1361","MBD4",0.2
"1362","MEF2C-AS1",0.2
"1363","MFHAS1",0.2
"1364","MFSD2A",0.2
"1365","MIB2",0.2
"1366","MICU2",0.2
"1367","MIDN",0.2
"1368","MIXL1",0.2
"1369","MKLN1",0.2
"1370","NARS2",0.2
"1371","NAT6",0.2
"1372","NCK1-AS1",0.2
"1373","NEDD9",0.2
"1374","NENF",0.2
"1375","NF1",0.2
"1376","NFATC2",0.2
"1377","NFKBIZ",0.2
"1378","NR1D2",0.2
"1379","NR6A1",0.2
"1380","OAS1",0.2
"1381","ODC1",0.2
"1382","ODF2",0.2
"1383","P2RY8",0.2
"1384","PARP12",0.2
"1385","PARP3",0.2
"1386","PDIA3",0.2
"1387","PEX14",0.2
"1388","PFKP",0.2
"1389","PIEZO2",0.2
"1390","PIK3R3",0.2
"1391","PLPP5",0.2
"1392","POLH",0.2
"1393","PP7080",0.2
"1394","PPAN",0.2
"1395","PPM1M",0.2
"1396","PPP1R15A",0.2
"1397","PRDX4",0.2
"1398","PRKAR1B",0.2
"1399","PTK2B",0.2
"1400","PYCARD",0.2
"1401","RAB34",0.2
"1402","RARA",0.2
"1403","RASA2",0.2
"1404","RASGRP3",0.2
"1405","RDH5",0.2
"1406","REEP5",0.2
"1407","RHBDF2",0.2
"1408","RHOB",0.2
"1409","RHOH",0.2
"1410","RIC3",0.2
"1411","RNF111",0.2
"1412","RNF130",0.2
"1413","RP1-267D11.6",0.2
"1414","RP11-102N12.3",0.2
"1415","RP11-385D13.3",0.2
"1416","RP11-421L21.3",0.2
"1417","RP11-538P18.2",0.2
"1418","RP11-596C23.2",0.2
"1419","RP5-1068E13.7",0.2
"1420","RPP25",0.2
"1421","RRAS",0.2
"1422","RUNX3",0.2
"1423","SAMD12",0.2
"1424","SCAI",0.2
"1425","SDCCAG8",0.2
"1426","SEH1L",0.2
"1427","SEL1L",0.2
"1428","SEMA7A",0.2
"1429","SERTAD2",0.2
"1430","SETD1B",0.2
"1431","SGK223",0.2
"1432","SIAH1",0.2
"1433","SIK3",0.2
"1434","SLC10A7",0.2
"1435","SMARCA2",0.2
"1436","SMYD3",0.2
"1437","SQSTM1",0.2
"1438","ST14",0.2
"1439","STK38L",0.2
"1440","SYNGR2",0.2
"1441","SYT17",0.2
"1442","TACC1",0.2
"1443","TACC3",0.2
"1444","TAF4B",0.2
"1445","TBP",0.2
"1446","TMBIM1",0.2
"1447","TMEM109",0.2
"1448","TNFAIP8L2",0.2
"1449","TRAF6",0.2
"1450","TTC32",0.2
"1451","TUBA4A",0.2
"1452","TUBB",0.2
"1453","TUBG2",0.2
"1454","TUBGCP3",0.2
"1455","UGCG",0.2
"1456","UPF3B",0.2
"1457","USP10",0.2
"1458","USP28",0.2
"1459","VCPIP1",0.2
"1460","WBP1L",0.2
"1461","WBP2NL",0.2
"1462","WDR5",0.2
"1463","WWC3",0.2
"1464","XRCC4",0.2
"1465","ZADH2",0.2
"1466","ZBTB20",0.2
"1467","ZC3H6",0.2
"1468","ZNF107",0.2
"1469","ZNF266",0.2
"1470","ZNF316",0.2
"1471","ZNF445",0.2
"1472","ZNF574",0.2
"1473","ZNF606",0.2
"1474","ZNF608",0.2
"1475","ZNF700",0.2
"1476","ZNF747",0.2
"1477","ZNF83",0.2
"1478","ZW10",0.2
"1479","AACS",0.1
"1480","ABL2",0.1
"1481","AC003075.4",0.1
"1482","AC009133.12",0.1
"1483","AC010226.4",0.1
"1484","AC023590.1",0.1
"1485","AC026202.3",0.1
"1486","AC104820.2",0.1
"1487","ACAD9",0.1
"1488","ACER3",0.1
"1489","ACTG1",0.1
"1490","ADCK3",0.1
"1491","ADCK5",0.1
"1492","AFMID",0.1
"1493","AKAP1",0.1
"1494","AKAP11",0.1
"1495","AKT1",0.1
"1496","ANAPC4",0.1
"1497","ANKH",0.1
"1498","ANKMY1",0.1
"1499","ANKRD10",0.1
"1500","ANKRD36",0.1
"1501","ANKRD52",0.1
"1502","AP001258.4",0.1
"1503","AQR",0.1
"1504","ARFIP2",0.1
"1505","ARHGAP1",0.1
"1506","ARID4A",0.1
"1507","ARL11",0.1
"1508","ARMC9",0.1
"1509","ARMCX5",0.1
"1510","ATG16L2",0.1
"1511","ATP11A",0.1
"1512","ATP2B1",0.1
"1513","ATP6V0A2",0.1
"1514","ATP6V1E2",0.1
"1515","ATXN7L3",0.1
"1516","B3GNTL1",0.1
"1517","BCAR1",0.1
"1518","BHLHE40",0.1
"1519","BIN2",0.1
"1520","BRWD3",0.1
"1521","BSG",0.1
"1522","BTBD2",0.1
"1523","C10orf76",0.1
"1524","C16orf70",0.1
"1525","C1orf35",0.1
"1526","C5orf24",0.1
"1527","CAAP1",0.1
"1528","CACNA1A",0.1
"1529","CBX1",0.1
"1530","CCDC126",0.1
"1531","CCDC159",0.1
"1532","CCDC88B",0.1
"1533","CD74",0.1
"1534","CD84",0.1
"1535","CDC34",0.1
"1536","CDCA7L",0.1
"1537","CDK13",0.1
"1538","CDK2AP2",0.1
"1539","CEACAM1",0.1
"1540","CEP57L1",0.1
"1541","CEP68",0.1
"1542","CEP95",0.1
"1543","CES4A",0.1
"1544","CHAF1A",0.1
"1545","CHRNB1",0.1
"1546","CHST10",0.1
"1547","CIITA",0.1
"1548","CIPC",0.1
"1549","CKS2",0.1
"1550","CLASP2",0.1
"1551","CLIP4",0.1
"1552","CLK4",0.1
"1553","CLN8",0.1
"1554","CLUH",0.1
"1555","CMB9-22P13.1",0.1
"1556","COL19A1",0.1
"1557","CRKL",0.1
"1558","CRYL1",0.1
"1559","CSAD",0.1
"1560","CSTF2T",0.1
"1561","CTAGE5",0.1
"1562","CTD-2020K17.4",0.1
"1563","CTDP1",0.1
"1564","CTNNA1",0.1
"1565","CTNNAL1",0.1
"1566","CTSB",0.1
"1567","CTSO",0.1
"1568","CTSW",0.1
"1569","CWF19L2",0.1
"1570","CXorf38",0.1
"1571","CYLD",0.1
"1572","CYP2R1",0.1
"1573","DDX10",0.1
"1574","DEGS1",0.1
"1575","DENND2D",0.1
"1576","DGAT1",0.1
"1577","DGKE",0.1
"1578","DHCR24",0.1
"1579","DHX16",0.1
"1580","DIAPH2",0.1
"1581","DLAT",0.1
"1582","DNAJA1",0.1
"1583","DNAJB6",0.1
"1584","DNAJC18",0.1
"1585","DOCK10",0.1
"1586","DRAM2",0.1
"1587","DTD2",0.1
"1588","DTX2",0.1
"1589","DYRK1A",0.1
"1590","ECHDC2",0.1
"1591","EFHC1",0.1
"1592","EIF2AK3",0.1
"1593","EIF4A3",0.1
"1594","ENOX2",0.1
"1595","EPS15L1",0.1
"1596","ERI1",0.1
"1597","ESYT2",0.1
"1598","ETS1",0.1
"1599","EXOC3-AS1",0.1
"1600","EXOC5",0.1
"1601","EZR",0.1
"1602","F12",0.1
"1603","FAM110B",0.1
"1604","FAM111A",0.1
"1605","FAM129A",0.1
"1606","FAM134C",0.1
"1607","FAM234A",0.1
"1608","FAM3C",0.1
"1609","FBXL8",0.1
"1610","FBXO30",0.1
"1611","FBXO34",0.1
"1612","FBXO4",0.1
"1613","FCRLA",0.1
"1614","FHL2",0.1
"1615","FLOT2",0.1
"1616","FLYWCH1",0.1
"1617","FMR1",0.1
"1618","FNIP1",0.1
"1619","FRA10AC1",0.1
"1620","FRMD8",0.1
"1621","G2E3",0.1
"1622","GALK2",0.1
"1623","GAMT",0.1
"1624","GCDH",0.1
"1625","GCH1",0.1
"1626","GCLM",0.1
"1627","GCNT1",0.1
"1628","GFI1",0.1
"1629","GGNBP2",0.1
"1630","GLIPR1",0.1
"1631","GLIPR2",0.1
"1632","GMCL1",0.1
"1633","GMEB1",0.1
"1634","GMPPB",0.1
"1635","GOLGA8A",0.1
"1636","GPER1",0.1
"1637","GPR18",0.1
"1638","GRK4",0.1
"1639","H6PD",0.1
"1640","HAAO",0.1
"1641","HADH",0.1
"1642","HELZ2",0.1
"1643","HGSNAT",0.1
"1644","HIP1R",0.1
"1645","HIPK1",0.1
"1646","HIRIP3",0.1
"1647","HIST2H2BE",0.1
"1648","HKR1",0.1
"1649","HLA-E",0.1
"1650","HLA-F",0.1
"1651","HMG20B",0.1
"1652","HMGN5",0.1
"1653","HMSD",0.1
"1654","HNRNPL",0.1
"1655","HOOK3",0.1
"1656","HOTAIRM1",0.1
"1657","HOXB-AS1",0.1
"1658","HSD17B12",0.1
"1659","HSPA8",0.1
"1660","HSPE1",0.1
"1661","HYOU1",0.1
"1662","ICOSLG",0.1
"1663","IFI16",0.1
"1664","IGHV1-24",0.1
"1665","IKZF1",0.1
"1666","IKZF5",0.1
"1667","IL2RG",0.1
"1668","ING2",0.1
"1669","INPP5D",0.1
"1670","IPO9",0.1
"1671","IRF2BPL",0.1
"1672","IRF7",0.1
"1673","IRF9",0.1
"1674","ITGB2",0.1
"1675","ITGB2-AS1",0.1
"1676","JADE1",0.1
"1677","JAML",0.1
"1678","JUND",0.1
"1679","KATNA1",0.1
"1680","KBTBD2",0.1
"1681","KCNMB2",0.1
"1682","KDM4B",0.1
"1683","KIAA0226L",0.1
"1684","KIAA0430",0.1
"1685","KIAA0513",0.1
"1686","KIAA1551",0.1
"1687","KIAA1841",0.1
"1688","KLHL18",0.1
"1689","KLHL28",0.1
"1690","LAPTM5",0.1
"1691","LILRB1",0.1
"1692","LILRB4",0.1
"1693","LIMD2",0.1
"1694","LIMK2",0.1
"1695","LINC00528",0.1
"1696","LINC00886",0.1
"1697","LMBR1",0.1
"1698","LMO7",0.1
"1699","LRIF1",0.1
"1700","LUC7L",0.1
"1701","LYST",0.1
"1702","MALAT1",0.1
"1703","MAN1B1-AS1",0.1
"1704","MANEA-AS1",0.1
"1705","MAP3K5",0.1
"1706","MAP3K7CL",0.1
"1707","MAP7D1",0.1
"1708","MAP9",0.1
"1709","MAPK8IP3",0.1
"1710","MAST3",0.1
"1711","MAT2A",0.1
"1712","MBD2",0.1
"1713","MED23",0.1
"1714","MED8",0.1
"1715","MFN2",0.1
"1716","MFSD6",0.1
"1717","MGAT4B",0.1
"1718","MIPEP",0.1
"1719","MIR210HG",0.1
"1720","MLXIP",0.1
"1721","MRPL41",0.1
"1722","MRS2",0.1
"1723","MTOR",0.1
"1724","MTRR",0.1
"1725","MUM1",0.1
"1726","MYDGF",0.1
"1727","MYL2",0.1
"1728","MYL5",0.1
"1729","NAA15",0.1
"1730","NAA16",0.1
"1731","NAALADL1",0.1
"1732","NAPEPLD",0.1
"1733","NCOA7",0.1
"1734","NCSTN",0.1
"1735","NEK6",0.1
"1736","NEK7",0.1
"1737","NEK9",0.1
"1738","NFIC",0.1
"1739","NGDN",0.1
"1740","NLRC5",0.1
"1741","NPIPB5",0.1
"1742","NPIPB6",0.1
"1743","NREP",0.1
"1744","NSMF",0.1
"1745","NUDT16",0.1
"1746","NUFIP2",0.1
"1747","NUP93",0.1
"1748","NUS1",0.1
"1749","OAS3",0.1
"1750","ODF3B",0.1
"1751","OSBPL11",0.1
"1752","PAGR1",0.1
"1753","PAPD5",0.1
"1754","PAQR8",0.1
"1755","PCIF1",0.1
"1756","PCK2",0.1
"1757","PDCD4-AS1",0.1
"1758","PDCD7",0.1
"1759","PDDC1",0.1
"1760","PDIA6",0.1
"1761","PDK1",0.1
"1762","PELI1",0.1
"1763","PEX13",0.1
"1764","PHF1",0.1
"1765","PHF12",0.1
"1766","PI4K2A",0.1
"1767","PICK1",0.1
"1768","PIK3CD",0.1
"1769","PLAG1",0.1
"1770","PLEC",0.1
"1771","PLEKHA1",0.1
"1772","PNPLA8",0.1
"1773","PNPT1",0.1
"1774","PNRC1",0.1
"1775","POC1B",0.1
"1776","POGK",0.1
"1777","PPM1N",0.1
"1778","PPP1CB",0.1
"1779","PPP1R14B",0.1
"1780","PPP2R2D",0.1
"1781","PPP3CB",0.1
"1782","PRIM1",0.1
"1783","PRKD3",0.1
"1784","PRKX",0.1
"1785","PRPF4",0.1
"1786","PRR14L",0.1
"1787","PSTPIP1",0.1
"1788","PTER",0.1
"1789","PTMA",0.1
"1790","PTPN7",0.1
"1791","PUM1",0.1
"1792","PVT1",0.1
"1793","R3HDM2",0.1
"1794","RAB27A",0.1
"1795","RAB2B",0.1
"1796","RABL2B",0.1
"1797","RAD9A",0.1
"1798","RBBP5",0.1
"1799","RBFA",0.1
"1800","RBM15",0.1
"1801","RBM48",0.1
"1802","RELL2",0.1
"1803","REST",0.1
"1804","REXO2",0.1
"1805","RICTOR",0.1
"1806","RIPK3",0.1
"1807","RNPC3",0.1
"1808","RNPEP",0.1
"1809","RP11-111A22.1",0.1
"1810","RP11-141B14.1",0.1
"1811","RP11-245D16.4",0.1
"1812","RP11-297D21.4",0.1
"1813","RP11-468E2.4",0.1
"1814","RP11-480C16.1",0.1
"1815","RP11-544A12.8",0.1
"1816","RP13-942N8.1",0.1
"1817","RP4-555D20.2",0.1
"1818","RP4-728D4.2",0.1
"1819","RPF2",0.1
"1820","RPS6KA5",0.1
"1821","RRM2B",0.1
"1822","RRN3",0.1
"1823","S1PR1",0.1
"1824","SAMD9",0.1
"1825","SAMD9L",0.1
"1826","SCAF4",0.1
"1827","SCCPDH",0.1
"1828","SCO2",0.1
"1829","SERINC1",0.1
"1830","SETDB1",0.1
"1831","SFR1",0.1
"1832","SGCE",0.1
"1833","SGMS1",0.1
"1834","SH3YL1",0.1
"1835","SHMT1",0.1
"1836","SLC12A9",0.1
"1837","SLC15A4",0.1
"1838","SLC1A4",0.1
"1839","SLC27A3",0.1
"1840","SLC2A5",0.1
"1841","SLC35E3",0.1
"1842","SLC4A1AP",0.1
"1843","SLC7A5",0.1
"1844","SLC9A7",0.1
"1845","SLFN12",0.1
"1846","SMAD4",0.1
"1847","SMAD5",0.1
"1848","SNHG10",0.1
"1849","SNHG9",0.1
"1850","SNRK",0.1
"1851","SNUPN",0.1
"1852","SNX2",0.1
"1853","SNX9",0.1
"1854","SOCS4",0.1
"1855","SOS1",0.1
"1856","SP1",0.1
"1857","SPAG9",0.1
"1858","SPATA2L",0.1
"1859","SPATA33",0.1
"1860","SPCS3",0.1
"1861","SPECC1",0.1
"1862","SPECC1L",0.1
"1863","SPIDR",0.1
"1864","SPPL3",0.1
"1865","SREK1IP1",0.1
"1866","SRGAP2B",0.1
"1867","ST8SIA4",0.1
"1868","STAMBP",0.1
"1869","STARD13",0.1
"1870","STAT1",0.1
"1871","STMN3",0.1
"1872","SYNJ2BP",0.1
"1873","TAF1",0.1
"1874","TAX1BP3",0.1
"1875","TBC1D1",0.1
"1876","TCF12",0.1
"1877","TLR10",0.1
"1878","TMCC3",0.1
"1879","TMEM38A",0.1
"1880","TMEM43",0.1
"1881","TMEM63A",0.1
"1882","TMOD3",0.1
"1883","TMUB2",0.1
"1884","TNFRSF19",0.1
"1885","TNRC6A",0.1
"1886","TOB1",0.1
"1887","TOMM34",0.1
"1888","TPT1-AS1",0.1
"1889","TRAM2",0.1
"1890","TRIB2",0.1
"1891","TRIM25",0.1
"1892","TRIM37",0.1
"1893","TRMT10A",0.1
"1894","TXLNG",0.1
"1895","TXNRD2",0.1
"1896","UBAC2",0.1
"1897","UBTF",0.1
"1898","UNC45A",0.1
"1899","URGCP",0.1
"1900","UTP14C",0.1
"1901","VAPB",0.1
"1902","VCL",0.1
"1903","VPS50",0.1
"1904","WDR34",0.1
"1905","WSB1",0.1
"1906","WWP2",0.1
"1907","XPNPEP3",0.1
"1908","XPOT",0.1
"1909","XRN2",0.1
"1910","XX-FW83563B9.5",0.1
"1911","ZBTB21",0.1
"1912","ZC3H3",0.1
"1913","ZFAND4",0.1
"1914","ZFP14",0.1
"1915","ZMIZ2",0.1
"1916","ZNF101",0.1
"1917","ZNF124",0.1
"1918","ZNF217",0.1
"1919","ZNF254",0.1
"1920","ZNF264",0.1
"1921","ZNF326",0.1
"1922","ZNF331",0.1
"1923","ZNF384",0.1
"1924","ZNF500",0.1
"1925","ZNF507",0.1
"1926","ZNF512",0.1
"1927","ZNF562",0.1
"1928","ZNF675",0.1
"1929","ZNF7",0.1
"1930","ZNF787",0.1
"1931","ZNF791",0.1
"1932","ZNF836",0.1
"1933","ZNF85",0.1
"1934","ZNF880",0.1
