"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0043618","BP","GO:0043618","regulation of transcription from RNA polymerase II promoter in response to stress","18/1146","109/17913",0.000182248003640995,0.0150340138876548,0.0131456078816738,"467/10370/1649/3337/1958/3303/3309/3725/5719/468/54583/1387/7428/4690/112399/5707/5701/5718",18
"GO:0043405","BP","GO:0043405","regulation of MAP kinase activity","38/1146","322/17913",0.000196358927858277,0.0159449585637416,0.0139421297954635,"22943/1843/1847/1849/1906/1647/4616/9518/3643/5609/3084/6288/6317/7057/10221/4908/284340/4763/3611/60370/6885/2260/650/5154/8550/5058/80824/200734/9175/2081/1846/10114/51495/57498/11183/8826/8692/11072",38
"GO:1903897","BP","GO:1903897","regulation of PERK-mediated unfolded protein response","5/1146","10/17913",0.000204100393884405,0.0163186114925731,0.0142688485894571,"10551/3309/23645/4690/84919",5
"GO:0030176","CC","GO:0030176","integral component of endoplasmic reticulum membrane","19/1168","125/18678",0.000277242599152031,0.0164959346495458,0.0137162128001531,"10170/3122/3309/3638/54463/7095/3123/118813/8879/9524/2081/29927/51141/284361/26608/6892/94005/3115/3127",19
"GO:0005520","MF","GO:0005520","insulin-like growth factor binding","8/1145","26/16969",0.000218804780792287,0.0167191429640145,0.0154126082327411,"3486/3489/3490/3643/3691/3685/51232/3485",8
"GO:0004857","MF","GO:0004857","enzyme inhibitor activity","40/1145","332/16969",0.000260526648070777,0.0167191429640145,0.0154126082327411,"836/1029/1476/3315/5266/5514/7356/6317/6318/6690/7076/7078/10628/10406/10221/1030/56925/9232/96459/51527/91272/57600/1475/51232/25998/2029/25816/200734/4947/7453/9021/5611/5576/84152/1992/4690/2810/11261/8826/8692",40
"GO:0031994","MF","GO:0031994","insulin-like growth factor I binding","5/1145","10/16969",0.00026235631958895,0.0167191429640145,0.0154126082327411,"3486/3643/3691/3685/3485",5
"GO:0019207","MF","GO:0019207","kinase regulator activity","23/1145","154/16969",0.000265570918855883,0.0167191429640145,0.0154126082327411,"836/1029/3315/2011/3084/10221/1030/51527/25998/200734/7453/9021/5611/5576/84152/4690/2810/2065/219771/1946/11261/8826/8692",23
"GO:0003714","MF","GO:0003714","transcription corepressor activity","28/1145","205/16969",0.000285101098046532,0.0167191429640145,0.0154126082327411,"467/8553/10370/1649/3337/3303/3399/3400/3726/5977/4212/79365/79039/25937/10409/1387/4335/7536/23613/7050/79718/9139/64324/4084/23429/4601/10765/8204",28
"GO:0001836","BP","GO:0001836","release of cytochrome c from mitochondria","12/1146","57/17913",0.000214012232211836,0.0168518419818926,0.0147351005814752,"1191/3725/5329/5366/10105/10018/6648/51024/10059/9141/2810/2537",12
"GO:0061458","BP","GO:0061458","reproductive system development","47/1146","429/17913",0.000218677915434982,0.0169622257688896,0.0148316191819767,"8644/84159/836/10370/1499/8061/3280/3309/3400/3643/3726/4824/26471/58495/54477/5743/3371/677/5176/6662/8195/10018/8879/51665/3622/54583/10409/9021/3696/79893/10549/7536/7022/3880/5747/4323/2309/5927/2316/7262/10116/3295/1508/51742/91603/10765/8204",47
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","51/1146","479/17913",0.000242094254875262,0.0183683336756878,0.0160611074158055,"836/1029/22943/1843/1847/1849/1906/1647/4616/9518/3315/3643/5609/3084/6288/6317/29950/7057/10221/1030/2965/4908/284340/4763/81669/905/3611/60370/1022/6885/2260/650/5154/8550/57018/5058/80824/200734/9175/2081/1846/5576/10114/2810/51495/57498/219771/11183/8826/8692/11072",51
"GO:0007160","BP","GO:0007160","cell-matrix adhesion","28/1146","214/17913",0.000247408766076225,0.0183683336756878,0.0160611074158055,"56999/1029/4680/1499/3691/5328/6385/7057/1012/10979/10018/4763/8394/3685/3611/1308/87/22998/5747/3688/4289/4323/7414/1946/26515/8826/3675/395",28
"GO:0034329","BP","GO:0034329","cell junction assembly","28/1146","214/17913",0.000247408766076225,0.0183683336756878,0.0160611074158055,"9076/1365/1499/3691/3861/3852/91862/6385/7057/81671/10979/8502/64398/8394/3611/3909/1308/87/10207/22998/5747/4323/2316/7414/204851/1946/8826/395",28
"GO:0010761","BP","GO:0010761","fibroblast migration","10/1146","43/17913",0.000303716662685282,0.0219862810193216,0.0192246083591569,"9590/84159/6385/7057/8879/8394/3611/9530/5058/8692",10
"GO:0042594","BP","GO:0042594","response to starvation","24/1146","174/17913",0.000304601160937302,0.0219862810193216,0.0192246083591569,"8644/467/1649/1978/2752/3309/3725/5366/79567/7538/27102/96459/7071/23378/5599/468/27327/5166/10670/1965/26608/2309/1824/23367",24
"GO:1900153","BP","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","6/1146","16/17913",0.00031041148708275,0.0220987465530007,0.0193229472204215,"7832/7538/677/678/23112/10140",6
"GO:0042176","BP","GO:0042176","regulation of protein catabolic process","40/1146","354/17913",0.000335745232501124,0.0232158869847755,0.0202997648670338,"1191/2931/9709/3303/29116/3084/26471/4953/10769/7076/7078/6662/1642/4478/10221/1452/6642/54971/23327/160418/65992/580/51429/84961/54583/4194/4947/152503/6811/5774/5747/64285/2316/23429/3320/1942/5707/1457/5701/25897",40
"GO:0048608","BP","GO:0048608","reproductive structure development","46/1146","426/17913",0.000351299166398981,0.0232158869847755,0.0202997648670338,"8644/84159/836/10370/1499/8061/3280/3309/3400/3643/3726/4824/26471/58495/5743/3371/677/5176/6662/8195/10018/8879/51665/3622/54583/10409/9021/3696/79893/10549/7536/7022/3880/5747/4323/2309/5927/2316/7262/10116/3295/1508/51742/91603/10765/8204",46
"GO:0031581","BP","GO:0031581","hemidesmosome assembly","5/1146","11/17913",0.000354474655169602,0.0232158869847755,0.0202997648670338,"3691/3861/3852/3909/1308",5
"GO:0032351","BP","GO:0032351","negative regulation of hormone metabolic process","5/1146","11/17913",0.000354474655169602,0.0232158869847755,0.0202997648670338,"8644/650/27122/476/5978",5
"GO:1900102","BP","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","5/1146","11/17913",0.000354474655169602,0.0232158869847755,0.0202997648670338,"3309/4189/23645/4690/84919",5
"GO:0006403","BP","GO:0006403","RNA localization","27/1146","208/17913",0.000359806238589131,0.0232158869847755,0.0202997648670338,"10212/51068/29890/6428/80145/7538/677/55916/10575/10762/8189/11269/51602/8021/10204/11052/5813/1736/3267/54890/26993/84271/87178/55421/6950/7013/24148",27
"GO:0043620","BP","GO:0043620","regulation of DNA-templated transcription in response to stress","18/1146","115/17913",0.00036103681870862,0.0232158869847755,0.0202997648670338,"467/10370/1649/3337/1958/3303/3309/3725/5719/468/54583/1387/7428/4690/112399/5707/5701/5718",18
"GO:0007044","BP","GO:0007044","cell-substrate junction assembly","16/1146","96/17913",0.000366650829949807,0.0232158869847755,0.0202997648670338,"3691/3861/3852/6385/7057/10979/8394/3909/1308/87/22998/5747/4323/1946/8826/395",16
"GO:0070585","BP","GO:0070585","protein localization to mitochondrion","19/1146","125/17913",0.000367981430772484,0.0232158869847755,0.0202997648670338,"1649/2931/10531/5366/9868/55486/10018/7029/5599/10953/9530/51024/131474/10059/9141/26520/2810/3320/26515",19
"GO:1903573","BP","GO:1903573","negative regulation of response to endoplasmic reticulum stress","10/1146","44/17913",0.000370775181784946,0.0232158869847755,0.0202997648670338,"1191/10488/9709/3303/3309/4189/23645/5611/4690/84919",10
"GO:0003713","MF","GO:0003713","transcription coactivator activity","35/1145","285/16969",0.000431551830478656,0.023310136397809,0.0214885416629587,"57492/84159/171023/10370/1499/55827/2274/3725/135112/26471/6659/1022/7994/4793/87/25937/163732/9439/1387/133746/4335/6942/23210/84193/23558/5927/85441/23286/7543/8692/473/8204/114803/57658/24148",35
"GO:0051787","MF","GO:0051787","misfolded protein binding","5/1145","11/16969",0.000454277932235011,0.023310136397809,0.0214885416629587,"1191/3309/23753/4189/54431",5
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","41/1146","369/17913",0.000403415027029418,0.0249589035175224,0.0218238430035839,"374/2683/1499/54206/2152/9982/2752/3037/3280/3397/3725/91862/4609/4824/26471/58495/130367/4070/7057/7538/677/1012/8837/5176/6662/3851/1030/4763/6239/60485/2260/55333/650/9037/4781/284361/2810/26160/6934/687/10765",41
"GO:0002064","BP","GO:0002064","epithelial cell development","26/1146","199/17913",0.000414381385724253,0.0253014999436222,0.0221234062681136,"2683/9076/1365/1499/2931/3397/23086/6662/4478/23022/2260/7132/91663/57619/9575/83605/11078/2810/2195/2316/286451/10116/3295/51742/8826/7716",26
"GO:0008207","BP","GO:0008207","C21-steroid hormone metabolic process","9/1146","37/17913",0.000423267047054968,0.0253014999436222,0.0221234062681136,"231/1645/1646/8644/10170/1958/650/27122/5978",9
"GO:0007005","BP","GO:0007005","mitochondrion organization","49/1146","466/17913",0.000423557917085844,0.0253014999436222,0.0221234062681136,"1191/2931/3303/3725/2011/10531/5329/5366/3954/9868/10105/55486/10018/6648/96459/7029/57600/5599/64083/10953/126328/55333/9530/2553/51024/80025/4722/131474/10059/4700/2730/284184/84987/4716/9141/142/26520/2810/2537/10989/8878/87178/55744/25915/139341/493856/3320/26515/80207",49
"GO:0044452","CC","GO:0044452","nucleolar part","21/1168","151/18678",0.000471111957237561,0.0254828740505772,0.0211887674547037,"55602/9807/1316/25926/64425/6949/9221/84268/23160/6239/51602/79991/51547/10421/10557/4782/4781/1736/55249/7013/5356",21
"GO:2000811","BP","GO:2000811","negative regulation of anoikis","6/1146","17/17913",0.000453867117104532,0.0268039478135483,0.0234371333078979,"1048/4680/4170/5166/5747/3688",6
"GO:0038034","BP","GO:0038034","signal transduction in absence of ligand","12/1146","62/17913",0.000486398026438451,0.027291992272542,0.023863875037332,"836/2931/3303/3304/10018/4763/3685/2260/4170/2537/2309/2065",12
"GO:0097192","BP","GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand","12/1146","62/17913",0.000486398026438451,0.027291992272542,0.023863875037332,"836/2931/3303/3304/10018/4763/3685/2260/4170/2537/2309/2065",12
"GO:2001244","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","12/1146","62/17913",0.000486398026438451,0.027291992272542,0.023863875037332,"27113/1649/4824/26471/5366/10018/53832/51024/4170/10059/4690/8575",12
"GO:0010770","BP","GO:0010770","positive regulation of cell morphogenesis involved in differentiation","20/1146","138/17913",0.000493640037255907,0.027291992272542,0.023863875037332,"1382/3037/4739/23394/118813/6239/3611/5058/10059/91663/9037/9175/10494/396/11078/23011/80005/2316/1946/51330",20
"GO:0038127","BP","GO:0038127","ERBB signaling pathway","20/1146","138/17913",0.000493640037255907,0.027291992272542,0.023863875037332,"10551/374/54206/1839/3084/5329/1012/9125/6662/84313/27246/2886/9052/5774/2537/9252/64285/2065/3320/8826",20
"GO:0044344","BP","GO:0044344","cellular response to fibroblast growth factor stimulus","20/1146","138/17913",0.000493640037255907,0.027291992272542,0.023863875037332,"1499/3576/9982/3187/7057/7538/677/678/2260/5434/988/7072/200734/2963/2730/5436/5431/8826/8692/10765",20
"GO:0003682","MF","GO:0003682","chromatin binding","48/1145","437/16969",0.000582789563137616,0.0281453077256461,0.0259458635229688,"8538/8019/1108/10370/1499/1958/2353/57459/3005/3006/3725/26471/58495/7091/2005/23394/6662/9324/2965/905/8028/51547/6594/10951/51149/254225/4302/7936/114825/3622/4774/11051/9575/7155/55193/1387/4335/23558/2309/5927/64324/5431/5928/79892/473/5978/57658/6015",48
"GO:0007223","BP","GO:0007223","Wnt signaling pathway, calcium modulating pathway","9/1146","38/17913",0.000523498836425875,0.0283398276344299,0.0247800929479222,"1499/22943/6885/5530/27327/23112/8323/6934/192669",9
"GO:0032350","BP","GO:0032350","regulation of hormone metabolic process","9/1146","38/17913",0.000523498836425875,0.0283398276344299,0.0247800929479222,"8644/1958/650/10269/27122/6934/476/51083/5978",9
"GO:0042303","BP","GO:0042303","molting cycle","17/1146","109/17913",0.000542791816298287,0.0287845823398183,0.0251689825022525,"1499/22943/10468/3861/5743/6662/4763/60485/5154/79152/9575/10269/3872/91/8323/51083/114803",17
"GO:0042633","BP","GO:0042633","hair cycle","17/1146","109/17913",0.000542791816298287,0.0287845823398183,0.0251689825022525,"1499/22943/10468/3861/5743/6662/4763/60485/5154/79152/9575/10269/3872/91/8323/51083/114803",17
"GO:0046677","BP","GO:0046677","response to antibiotic","37/1146","328/17913",0.000569067383049093,0.0298731635323852,0.0261208282043906,"374/836/9076/1365/1191/1410/1545/1843/1906/1958/1978/8061/3248/3309/3397/3399/3725/23135/388/7356/3371/10628/10105/196/2539/11143/10494/10276/8877/84919/3716/2309/1946/3320/23367/8692/10765",37
"GO:0046822","BP","GO:0046822","regulation of nucleocytoplasmic transport","16/1146","100/17913",0.000586063332064815,0.0304577113674085,0.0266319516265664,"5743/5784/9221/4763/8021/580/10204/6672/11052/5494/2810/26993/2316/6934/11261/8692",16
"GO:0042445","BP","GO:0042445","hormone metabolic process","27/1146","215/17913",0.000607993334297201,0.0312845679043817,0.0273549476202295,"231/1645/1646/8644/1382/1545/10170/1958/220/79644/8879/140606/2260/650/25825/80736/50506/51144/10269/56605/59342/27122/6934/476/3295/51083/5978",27
"GO:0030148","BP","GO:0030148","sphingolipid biosynthetic process","15/1146","91/17913",0.000623984400327376,0.0316866055601461,0.0277064857667177,"166929/130367/8879/6610/7132/91012/79152/1455/8877/2055/201562/8703/9217/8560/171546",15
"GO:1903829","BP","GO:1903829","positive regulation of cellular protein localization","36/1146","318/17913",0.00062818298976299,0.0316866055601461,0.0277064857667177,"10551/23607/2931/51068/5366/5743/79567/4478/10575/11143/7029/5599/65992/51024/10204/5058/4947/5494/9141/1736/142/2181/2810/3688/2316/6934/8878/11261/163/8826/3675/6950/51104/8692/6810/163882",36
"GO:0071548","BP","GO:0071548","response to dexamethasone","9/1146","39/17913",0.000642383364609799,0.0316866055601461,0.0277064857667177,"9076/1906/1978/54206/114907/8837/5176/2908/2309",9
"GO:1900151","BP","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","6/1146","18/17913",0.000644149969524837,0.0316866055601461,0.0277064857667177,"7832/7538/677/678/23112/10140",6
"GO:0045646","BP","GO:0045646","regulation of erythrocyte differentiation","10/1146","47/17913",0.000649699869640498,0.0316866055601461,0.0277064857667177,"3303/3304/3398/7538/677/91/2309/3276/51621/116151",10
"GO:0006970","BP","GO:0006970","response to osmotic stress","14/1146","82/17913",0.000652389223578147,0.0316866055601461,0.0277064857667177,"231/836/9076/54206/5609/91862/5743/677/3954/9221/3778/6558/9819/9053",14
"GO:0072655","BP","GO:0072655","establishment of protein localization to mitochondrion","18/1146","121/17913",0.000675589768529611,0.0325096298800777,0.0284261309039213,"1649/2931/10531/5366/9868/55486/10018/7029/5599/10953/9530/51024/131474/9141/26520/2810/3320/26515",18
"GO:0070403","MF","GO:0070403","NAD+ binding","5/1145","12/16969",0.000735594603314732,0.0335512871845219,0.03092938712183,"3033/3248/220/2746/51547",5
"GO:0001968","MF","GO:0001968","fibronectin binding","7/1145","24/16969",0.000781282170168459,0.0337596137741213,0.0311214338144666,"2192/6385/7057/3685/51144/3688/3675",7
"GO:0006611","BP","GO:0006611","protein export from nucleus","22/1146","163/17913",0.000718682985260605,0.0342660135265997,0.0299618971257367,"10212/51068/29890/6428/80145/5784/10762/8189/11269/8021/580/10204/6672/80824/5494/3267/54890/2810/26993/84271/6934/11261",22
"GO:0090575","CC","GO:0090575","RNA polymerase II transcription factor complex","18/1168","124/18678",0.000697979521229382,0.0346081512609569,0.028776348682264,"902/1499/1649/2353/3725/3726/7090/7091/2965/7029/1022/468/129685/3622/3727/6934/4601/8692",18
"GO:0060828","BP","GO:0060828","regulation of canonical Wnt signaling pathway","31/1146","264/17913",0.000795647556818821,0.0375907304798856,0.0328690000266684,"1499/1649/22943/1958/2931/3487/3489/23189/27303/6659/81847/6662/1452/51527/5719/3611/650/25937/9037/5494/3485/79718/2309/219771/27122/8323/6934/5707/5701/5718/79705",31
"GO:0046332","MF","GO:0046332","SMAD binding","13/1145","72/16969",0.000952655676721865,0.0391065155294326,0.0360504963980538,"1499/2353/3725/650/5494/5813/142/91/7050/2316/10140/56937/5814",13
"GO:0043525","BP","GO:0043525","positive regulation of neuron apoptotic process","11/1146","57/17913",0.000848461261549656,0.0393701176452997,0.0344248803205815,"836/1499/1649/3725/26471/10018/4763/468/51024/4170/2309",11
"GO:0090183","BP","GO:0090183","regulation of kidney development","11/1146","57/17913",0.000848461261549656,0.0393701176452997,0.0344248803205815,"1499/1958/4609/5613/4070/8837/6662/5154/25937/10409/3570",11
"GO:0051168","BP","GO:0051168","nuclear export","23/1146","176/17913",0.000866179691175825,0.0397133952641007,0.0347250392139438,"10212/51068/29890/6428/80145/5784/10762/8189/11269/8021/580/10204/6672/80824/11052/5494/3267/54890/2810/26993/84271/6934/11261",23
"GO:0051346","BP","GO:0051346","negative regulation of hydrolase activity","44/1146","420/17913",0.000877975217691814,0.0397133952641007,0.0347250392139438,"1410/1476/9709/5266/5329/5514/5743/6317/6318/23677/6690/7980/7057/7076/7078/10406/8837/9665/10105/8195/56925/9232/96459/23645/91272/10421/5511/1475/9530/51232/2029/54583/25816/4642/84152/1992/2810/2537/5927/11261/1457/8826/7013/163882",44
"GO:0048715","BP","GO:0048715","negative regulation of oligodendrocyte differentiation","5/1146","13/17913",0.000886425601430763,0.0397133952641007,0.0347250392139438,"1499/3280/3398/3400/4763",5
"GO:1900025","BP","GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","5/1146","13/17913",0.000886425601430763,0.0397133952641007,0.0347250392139438,"2192/23189/4070/1946/2633",5
"GO:0001228","MF","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific","43/1145","390/16969",0.00101931410509951,0.0398503276326997,0.0367361825346639,"467/8538/10488/1649/1958/2353/2354/8061/9592/3725/3726/1316/22877/4609/4929/6659/51193/2005/6662/8939/5325/4212/7071/2908/64651/6239/7029/2120/468/2649/4782/988/4774/4781/3727/9575/7022/142/7572/2309/51621/5978/7716",43
"GO:0006370","BP","GO:0006370","7-methylguanosine mRNA capping","8/1146","33/17913",0.000901987460031189,0.0400652036733512,0.0350326573545177,"902/2965/1022/5434/2963/5436/5431/55421",8
"GO:1901214","BP","GO:1901214","regulation of neuron death","35/1146","313/17913",0.000924974489116937,0.0407380713554298,0.0356210068645657,"7832/836/1191/1499/1649/22943/1958/2353/3725/135112/4929/26471/54463/23394/5176/2539/10018/6648/4763/3611/468/51024/4170/84335/54583/2730/142/1965/112399/23657/2309/2065/11261/163/5978",35
"GO:1902911","CC","GO:1902911","protein kinase complex","13/1168","77/18678",0.000908826284403607,0.041144523376113,0.0342112799412173,"203228/902/3643/2965/55255/905/1022/6885/2081/5576/91/24138/219771",13
"GO:0031519","CC","GO:0031519","PcG protein complex","9/1168","42/18678",0.000968106432379129,0.041144523376113,0.0342112799412173,"171023/23466/80012/10336/5252/5928/23429/1457/6015",9
"GO:0045926","BP","GO:0045926","negative regulation of growth","29/1146","244/17913",0.000954500207571621,0.0416851897373925,0.0364491587446854,"53335/694/1029/55602/1410/9518/2931/3303/3304/84289/55384/4502/92304/23677/2539/60485/4722/5058/8835/9037/64061/91/5747/8878/87178/23286/8692/11007/51083",29
"GO:1903203","BP","GO:1903203","regulation of oxidative stress-induced neuron death","7/1146","26/17913",0.000964541262637102,0.0417726745160418,0.0365256546561787,"1499/135112/468/4170/142/23657/5978",7
"GO:0055076","BP","GO:0055076","transition metal ion homeostasis","16/1146","105/17913",0.00101034440652425,0.0430889731462725,0.0376766144582316,"1356/4502/4609/4891/27102/261729/81894/54583/7782/148867/10463/55832/51312/56898/8692/3163",16
"GO:0007173","BP","GO:0007173","epidermal growth factor receptor signaling pathway","17/1146","115/17913",0.00101151716833659,0.0430889731462725,0.0376766144582316,"10551/374/54206/1839/5329/1012/9125/6662/84313/27246/2886/9052/5774/2537/9252/64285/8826",17
"GO:0044798","CC","GO:0044798","nuclear transcription factor complex","19/1168","140/18678",0.00115725621220332,0.0438476402119169,0.0364588958860698,"902/1499/1649/2353/3725/3726/7090/7091/6662/2965/7029/1022/468/129685/3622/3727/6934/4601/8692",19
"GO:0005849","CC","GO:0005849","mRNA cleavage factor complex","5/1168","14/18678",0.00117909620737928,0.0438476402119169,0.0364588958860698,"1452/8394/51585/11052/11051",5
"GO:0001650","CC","GO:0001650","fibrillar center","18/1168","131/18678",0.00133599000966019,0.044500520196776,0.0370017593852007,"9807/1316/64425/6949/9221/84268/23160/6239/51602/79991/10421/10557/4782/4781/1736/55249/7013/5356",18
"GO:0010008","CC","GO:0010008","endosome membrane","46/1168","464/18678",0.00134623422444028,0.044500520196776,0.0370017593852007,"22943/3122/3643/63971/64145/388/171177/4891/9559/51201/6642/261729/84313/3123/23161/118813/10397/10066/81609/55275/23673/1173/6885/114883/81846/55652/57132/5912/30844/23527/27333/4430/7782/55207/8877/23011/23461/10244/9784/3115/11252/56937/163/51104/3127/55858",46
"GO:0034504","BP","GO:0034504","protein localization to nucleus","27/1146","223/17913",0.00106479470682471,0.0449897405802278,0.0393386285781966,"23607/2752/51068/5514/5743/10628/6662/10575/9221/11143/54971/84268/4763/580/129685/5530/10204/6672/3838/163590/1736/142/2316/11261/6950/8692/5356",27
"GO:0050732","BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","10/1146","50/17913",0.00108261390569904,0.0453737457090153,0.0396743992436566,"54206/6690/84313/4908/25998/9021/79893/9052/8692/79705",10
"GO:0009452","BP","GO:0009452","7-methylguanosine RNA capping","8/1146","34/17913",0.00111420564690336,0.045506638207543,0.0397905992611047,"902/2965/1022/5434/2963/5436/5431/55421",8
"GO:0036260","BP","GO:0036260","RNA capping","8/1146","34/17913",0.00111420564690336,0.045506638207543,0.0397905992611047,"902/2965/1022/5434/2963/5436/5431/55421",8
"GO:0006892","BP","GO:0006892","post-Golgi vesicle-mediated transport","13/1146","77/17913",0.00111899226917362,0.045506638207543,0.0397905992611047,"63971/64145/261729/10066/64083/83871/55297/54520/4430/8548/2181/6810/163882",13
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","16/1146","106/17913",0.00112081002319906,0.045506638207543,0.0397905992611047,"7832/1647/10769/5366/6659/9125/5325/10397/7029/6672/200734/4194/10269/2810/2309/3276",16
"GO:0019216","BP","GO:0019216","regulation of lipid metabolic process","42/1146","402/17913",0.00119846565612437,0.0482823722083595,0.0422176763564988,"8644/1958/2170/2274/50486/338442/3398/3490/3638/113791/123/5743/26137/6610/11010/7132/650/5154/80025/114294/4597/5525/8835/5166/9021/6713/1387/51141/7536/10269/8877/2181/79718/5747/9975/27122/476/10654/80205/85441/51083/5978",42
"GO:0007568","BP","GO:0007568","aging","35/1146","318/17913",0.00122237449355065,0.0484660642393226,0.0423782950327933,"1029/9076/1410/22943/1906/2353/3398/3725/3861/10769/5743/7076/5176/23137/1030/6648/3611/7994/5530/8550/3622/3727/2730/218/4335/10269/3485/1965/2309/6558/87178/493856/6185/79677/8692",35
"GO:0034754","BP","GO:0034754","cellular hormone metabolic process","17/1146","117/17913",0.00122978331947141,0.0484660642393226,0.0423782950327933,"231/1645/1646/8644/1382/1545/10170/1958/220/79644/8879/650/51144/59342/27122/3295/5978",17
"GO:0036475","BP","GO:0036475","neuron death in response to oxidative stress","7/1146","27/17913",0.00123100259372534,0.0484660642393226,0.0423782950327933,"1499/135112/468/4170/142/23657/5978",7
"GO:0016628","MF","GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","7/1145","26/16969",0.0013186351388557,0.0492090658636604,0.045363572480251,"1645/1646/8644/284273/79644/9524/56898",7
"GO:0010769","BP","GO:0010769","regulation of cell morphogenesis involved in differentiation","30/1146","260/17913",0.00126868557525387,0.0492196943932814,0.0430372625291505,"1382/2192/3037/3397/23189/2011/4739/4070/23394/26037/118813/6239/3611/5530/5058/10059/91663/9037/9175/10494/396/11078/23011/5747/80005/2316/1946/1942/2633/51330",30
"GO:0045732","BP","GO:0045732","positive regulation of protein catabolic process","24/1146","192/17913",0.00126908582811231,0.0492196943932814,0.0430372625291505,"1191/2931/9709/3303/29116/26471/10769/6662/1642/4478/10221/1452/6642/160418/65992/580/51429/4947/152503/6811/5747/3320/1457/5701",24
