"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071900","BP","GO:0071900","regulation of protein serine/threonine kinase activity","98/2319","479/17913",2.12006809951248e-06,0.000322473516189003,0.000282362532478005,"650/100133941/1026/1029/1164/22943/1843/1846/1848/1906/2247/9518/8091/3315/3643/1326/7026/5997/6288/6317/7057/7345/7477/1847/6283/57493/57761/1647/894/3084/2810/4254/284340/1032/595/60/5154/7316/57216/7314/51191/805/60370/2149/7786/84962/493/7039/1902/1030/6653/7001/3672/7074/83667/1163/10636/5605/3326/80824/28951/8682/11329/9693/54922/154/8325/1852/23624/221472/257397/23162/57018/2180/4293/27250/8567/10595/54757/2146/5347/1850/8850/3087/9294/5063/57498/1027/51196/4040/983/8754/23566/11183/2043/10519/23533/5998",98
"GO:0007568","BP","GO:0007568","aging","71/2319","318/17913",2.28901460166479e-06,0.000336453660520249,0.000294603751553698,"218/490/597/1026/1029/22943/1906/2353/2706/3135/8091/3398/3485/3725/3861/10769/5743/7048/7076/5054/9076/1728/6648/10135/5530/7077/347/10804/10000/4000/2730/6558/7298/8626/1284/2309/5144/1030/1410/445/4017/80317/2879/55607/9516/1021/1788/675/2729/27250/7799/3159/18/5176/267/10783/5028/6787/63826/7157/9361/1111/983/11200/79677/25989/4976/545/2305/494470/7486",71
"GO:0043616","BP","GO:0043616","keratinocyte proliferation","18/2319","43/17913",2.36549036402388e-06,0.000336453660520249,0.000294603751553698,"374/83481/55612/6591/7051/7538/2810/677/1948/64919/5796/8626/1012/11202/687/7421/5467/27152",18
"GO:0007369","BP","GO:0007369","gastrulation","46/2319","178/17913",2.44473546333398e-06,0.000336453660520249,0.000294603751553698,"1499/22943/2335/8091/3624/9314/3909/4318/83595/7048/1295/1291/3673/23135/57216/8862/2114/91663/1294/84913/3914/3691/7296/1284/4324/90102/3912/4086/1290/7358/2296/1289/1303/6657/3675/2263/3688/8861/2627/6045/3685/7157/4323/92/1969/7290",46
"GO:0007492","BP","GO:0007492","endoderm development","25/2319","73/17913",2.45360244639752e-06,0.000336453660520249,0.000294603751553698,"1499/22943/2335/8091/3624/3909/4318/83595/1295/1291/677/1294/3914/1284/4324/3912/1290/7080/1289/5083/1303/6657/2627/3685/4323",25
"GO:0061564","BP","GO:0061564","axon development","91/2319","438/17913",2.50302896234787e-06,0.000336453660520249,0.000294603751553698,"627/1382/1942/2335/3725/9314/8609/4929/8828/6277/3925/3371/7345/885/9253/4781/8660/2348/10512/1808/23767/7869/347/3475/57216/84612/59277/64919/6498/658/9638/9353/219699/10100/4804/9048/3320/30011/26257/5578/2887/5295/9252/4147/7074/4897/26037/79006/7080/23303/23271/3326/1002/1946/2017/288/2886/51330/23162/8399/11202/5797/7476/2263/1009/3688/4131/4692/80208/3913/23242/4548/65059/6792/150465/5063/6477/22902/9334/2737/23566/323/6405/4628/5792/2043/55558/51332/56288/8829/9706",91
"GO:1903034","BP","GO:1903034","regulation of response to wounding","45/2319","173/17913",2.59152633003552e-06,0.000340432322445575,0.000298087526191645,"1026/50506/1906/83481/2152/2247/1839/9314/5327/5328/5329/5055/5270/7048/7057/54361/7035/5054/8613/5154/7056/10630/2149/928/5578/2697/90102/7001/5864/51330/7103/11202/79001/18/3640/23189/114897/1027/84830/5467/5792/2043/2039/2161/6239",45
"GO:0010810","BP","GO:0010810","regulation of cell-substrate adhesion","50/2319","201/17913",3.01578592163274e-06,0.000387360947267495,0.000339178917221292,"10551/1029/4680/55612/2335/22998/4814/5328/6385/7057/54361/1295/5054/4739/1277/3655/4070/347/9806/91663/6281/10630/10395/90102/5295/80005/2316/57662/5881/1946/1021/1012/3675/151887/79834/6904/2192/23189/8861/6695/2633/4323/9448/29984/10519/1307/2039/8829/6239/7402",50
"GO:0070268","BP","GO:0070268","cornification","33/2319","112/17913",3.10535206533651e-06,0.000390194237774892,0.00034165978787501,"1475/1830/3861/3872/25984/3852/3854/5266/6699/6703/7051/3866/5493/3856/3855/3880/5317/1824/144501/3875/286887/3860/6700/1825/56603/6705/5652/3858/3713/2125/23254/1832/6704",33
"GO:0048864","BP","GO:0048864","stem cell development","23/2319","65/17913",3.25102631222974e-06,0.000399807065631658,0.000350076920698782,"1906/2335/3280/8828/6591/6662/3084/1947/4254/2348/10512/157506/1909/3091/6949/3911/83989/2296/7476/6899/84541/6405/8829",23
"GO:0060485","BP","GO:0060485","mesenchyme development","60/2319","258/17913",3.51279670997679e-06,0.000422999270493039,0.000370384354858957,"650/10370/1499/1906/1942/2335/3280/8091/8828/6275/6317/6591/6662/7048/54361/4609/1277/3084/1947/4254/677/2348/10512/4193/25805/157506/1909/10630/3091/10252/6949/1601/3911/90102/7074/3169/59/4017/7080/83989/2296/139285/80139/2065/9231/27250/25937/2263/4194/80326/2146/10409/64081/6386/6899/84541/4040/6405/51804/8829",60
"GO:0014032","BP","GO:0014032","neural crest cell development","22/2319","61/17913",3.68458540098508e-06,0.000434630686075383,0.000380568992651692,"1906/2335/3280/8828/6591/6662/3084/1947/4254/2348/10512/157506/1909/3091/6949/3911/83989/2296/6899/84541/6405/8829",22
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","24/2319","70/17913",3.79151714187337e-06,0.000438299381600561,0.000383781356171098,"1906/2335/3280/8828/6591/6662/3084/1947/4254/2348/10512/157506/1909/3091/6949/3911/83989/2296/80326/6899/84541/4040/6405/8829",24
"GO:0060541","BP","GO:0060541","respiratory system development","48/2319","193/17913",4.74257772815968e-06,0.000537492142524763,0.000470635990030789,"10551/220/1499/54206/79977/3280/23657/6662/7048/3371/7477/57493/4781/4015/6678/10272/5154/57216/157506/3397/10630/1978/10252/9242/26257/3911/26154/3169/64220/445/5864/7080/64759/25803/7289/2034/9231/3675/2263/10409/2627/7965/2737/5916/4323/51804/9394/8914",48
"GO:0044449","CC","GO:0044449","contractile fiber part","46/2383","192/18678",1.44151655989142e-05,0.000542688587253241,0.000457893495494922,"1499/667/114907/3315/10398/91624/6385/7138/7168/7169/3856/8878/5530/113146/3880/81493/6840/7171/5339/805/493/9456/9124/10979/27063/1410/59/2316/4660/4534/7139/288/10529/6606/171024/8470/200845/80206/10049/8850/4636/23345/23224/54545/23022/84033",46
"GO:0034333","BP","GO:0034333","adherens junction assembly","28/2319","90/17913",5.37463710986582e-06,0.000597411586442778,0.00052310233247439,"1499/22998/6385/7057/54361/3673/347/6281/10395/84962/5796/10979/3911/90102/57662/1946/80139/2017/9231/79834/6904/8861/4323/9448/29984/1307/2039/8829",28
"GO:0045177","CC","GO:0045177","apical part of cell","75/2383","365/18678",1.68485232520702e-05,0.000599058604518051,0.000505455697562105,"481/490/760/4680/154043/1499/50506/405753/2335/3485/4008/5327/5874/51458/10568/80736/8140/6781/1364/9076/51421/2348/6520/9026/57216/362/10804/4072/92359/121441/10630/3570/928/22802/9456/3949/4257/8972/5144/29887/1836/2697/9854/9351/81693/7348/23255/3326/5205/55107/9693/9368/154/6337/5172/2065/1048/92840/8470/200958/2195/5420/4810/5028/8777/9455/63826/23094/1000/9497/113278/5337/5584/10519/24138",75
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","85/2319","410/17913",5.7976812915434e-06,0.000627718647686498,0.000549639639059676,"56882/54206/3725/10276/5997/54361/54453/4739/216/57522/3655/6004/9922/9411/6281/10395/2149/84962/9353/10252/10156/116983/1122/81704/84220/9462/7074/9901/26037/23143/10636/9639/1946/9693/50861/54922/221472/5903/6002/26575/57568/6102/253260/9681/6904/81846/3688/1894/2146/119016/26086/64411/23380/6792/23348/23092/55188/397/201176/3268/9815/11033/85360/57822/5147/23094/57514/9448/150696/25780/79658/2043/2245/5922/55357/394/55160/27237/1969/6001/57584/2776/8829/5998/64786",85
"GO:0061138","BP","GO:0061138","morphogenesis of a branching epithelium","45/2319","178/17913",5.86449947665586e-06,0.000627718647686498,0.000549639639059676,"374/650/1499/1906/2247/79977/4824/5228/6591/9021/6662/7048/7052/3371/54361/4609/10512/4070/5154/57216/157506/59277/1909/9353/10252/8626/1282/3911/3169/7080/54922/6256/9231/4776/2263/10672/4855/63943/7421/2737/4323/51804/1969/8829/8914",45
"GO:0030323","BP","GO:0030323","respiratory tube development","44/2319","173/17913",6.26998849165767e-06,0.000648590435425823,0.000567915282011903,"10551/1499/54206/79977/3280/23657/6662/7048/3371/7477/57493/4781/4015/6678/10272/5154/57216/157506/5125/3397/10630/1978/10252/26257/3911/26154/3169/64220/5864/7080/64759/25803/7289/2034/9231/3675/2263/2627/7965/2737/4323/9394/51696/8914",44
"GO:0031667","BP","GO:0031667","response to nutrient levels","94/2319","466/17913",6.29374844451551e-06,0.000648590435425823,0.000567915282011903,"218/360/467/468/490/1026/1591/1649/9518/2752/3485/3725/5292/5366/5743/54407/6591/6781/7048/3371/7378/54361/7538/249/885/8644/1728/1277/2348/6678/1032/19/3309/10135/595/3673/4193/220441/7184/8614/4141/27344/4925/2730/6752/1978/1824/9388/7298/7071/3949/54658/2309/81788/1030/83667/11167/445/5111/144577/1788/154/23274/3992/56603/2180/2729/122622/790/58528/84219/9681/55062/5032/4131/80315/3157/5028/7421/54434/8408/2648/7157/10634/80010/5467/5287/53349/83990/23530/4976/114789/9706/7486",94
"GO:0007179","BP","GO:0007179","transforming growth factor beta receptor signaling pathway","46/2319","184/17913",6.39613405177715e-06,0.000648590435425823,0.000567915282011903,"10370/55612/2353/9518/3303/3725/56937/64750/7048/7057/4015/2348/3309/7316/7314/25805/3397/6498/27122/1278/5796/23089/1601/10979/1030/4086/57530/7080/4053/3326/6935/80139/4052/116844/3675/201163/64081/6386/2530/3248/7157/8754/51592/56288/5654/9110",46
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","78/2319","369/17913",6.63083062669492e-06,0.000660796569349942,0.000578603151599803,"374/2683/650/1499/83481/54206/2152/2247/9982/2752/3280/3725/4824/7026/8828/26471/5268/6591/6662/7051/7057/7538/4609/4781/2810/677/9788/6678/595/4070/1948/7498/26277/8862/10000/84913/64919/3397/130367/3091/5796/7039/8626/4804/26257/5578/1030/2697/3912/29128/26160/1021/80139/1012/91862/675/116844/6657/5797/7476/253260/2263/687/5176/64081/1386/6899/7421/1027/5467/51804/55959/27152/6934/6667/5654/8829/6239",78
"GO:0009991","BP","GO:0009991","response to extracellular stimulus","99/2319","498/17913",6.89340719298e-06,0.000675320230091939,0.000591320281602995,"218/360/467/468/490/1026/1591/1649/2353/9518/2752/3485/3725/4929/5292/5366/5743/54407/6591/6781/7048/3371/7378/54361/7538/249/885/8644/1728/1277/2348/6678/1032/19/3309/10135/595/3655/3673/4193/220441/7184/8614/4141/25819/27344/4925/2730/6752/1978/1824/9388/7298/7071/3949/54658/2309/81788/1030/83667/11167/445/5111/144577/1788/154/23274/3992/56603/2180/2729/122622/790/58528/84219/9681/55062/5032/4131/80315/3157/5028/7421/54434/8408/2648/432/7157/10634/80010/5467/5287/53349/83990/23530/4976/114789/9706/7486",99
"GO:0061614","BP","GO:0061614","pri-miRNA transcription by RNA polymerase II","18/2319","46/17913",7.45585711934799e-06,0.000718247569163856,0.000628908088242546,"650/2113/2353/3725/9314/6662/4781/688/8862/84913/3091/4804/2908/7003/4086/4776/7157/5467",18
"GO:0048667","BP","GO:0048667","cell morphogenesis involved in neuron differentiation","99/2319","500/17913",8.2180095405002e-06,0.000778690084329364,0.000681832439529335,"627/1382/1942/2335/3280/3398/8609/4929/8828/6277/3925/7345/885/9253/4781/8660/10512/1808/23767/5530/7869/3475/57216/84612/6507/59277/64919/3397/6498/658/9638/9353/219699/4804/9048/3320/30011/26257/5578/2887/5295/9252/4147/7074/4897/26037/79006/7080/23303/3326/1002/1946/65981/9693/55607/9368/2017/288/2886/51330/23542/8399/5797/7476/4776/7533/2263/1009/6904/1952/3688/4131/4692/80208/10160/3913/23242/8976/26259/65059/6792/150465/5063/6477/57498/22902/9334/2737/23566/323/6405/4628/2043/4976/55558/51332/56288/8829/9706",99
"GO:0061045","BP","GO:0061045","negative regulation of wound healing","24/2319","73/17913",8.66957181049517e-06,0.000808227823623582,0.000707696116551117,"1026/1906/83481/2247/5327/5328/5329/5055/5270/7057/54361/7035/5054/5154/7056/928/2697/90102/7103/18/114897/1027/84830/2161",24
"GO:1990440","BP","GO:1990440","positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress","8/2319","11/17913",8.94269922813506e-06,0.000820457167279693,0.00071840430892019,"467/468/1649/1051/3309/90993/51360/7157",8
"GO:0016266","BP","GO:0016266","O-glycan processing","21/2319","60/17913",1.04739121795973e-05,0.000945925193719881,0.000828265949991839,"93010/11227/11226/4582/84002/4586/79695/6483/51301/6482/2650/94025/727897/192134/143662/200958/6480/374907/29071/9334/6484",21
"GO:0030175","CC","GO:0030175","filopodium","28/2383","99/18678",2.96753103253057e-05,0.000990225165991296,0.000835502483805156,"10123/2683/3135/57451/4254/3655/10630/4644/59/4534/55607/9368/84168/5064/2195/3675/3688/10160/3636/65059/5420/3685/22902/23224/2043/10519/26031/7402",28
"GO:0043292","CC","GO:0043292","contractile fiber","48/2383","209/18678",3.0944536437228e-05,0.000990225165991296,0.000835502483805156,"1499/667/114907/3315/10398/91624/6385/7138/7168/7169/3856/8878/5530/113146/3880/81493/6840/7171/5339/805/493/9456/9124/10979/27063/2697/1410/59/2316/4660/4534/7139/288/10529/6606/171024/800/8470/200845/80206/10049/8850/4636/23345/23224/54545/23022/84033",48
"GO:0030193","BP","GO:0030193","regulation of blood coagulation","24/2319","74/17913",1.12694079656046e-05,0.001002110431403,0.000877462566779385,"1906/2152/5327/5328/5329/5055/5270/7057/7035/5054/5154/7056/10630/2149/928/5578/7001/7103/79001/18/114897/84830/2039/2161",24
"GO:0002064","BP","GO:0002064","epithelial cell development","48/2319","199/17913",1.15291195715715e-05,0.00100967138066187,0.000884083044658946,"2683/1026/1499/79977/6382/6662/6781/7477/57493/9076/2810/688/1903/91663/64919/3397/3091/7298/8626/5144/22862/2697/3169/59/57826/2316/2947/25803/9693/9368/1021/9575/7476/23086/2195/2355/3913/4855/9294/3295/9414/5420/3551/5916/79983/23094/23022/1969",48
"GO:0014031","BP","GO:0014031","mesenchymal cell development","22/2319","65/17913",1.20450745283688e-05,0.00102865586013522,0.000900706132859246,"1906/2335/3280/8828/6591/6662/3084/1947/4254/2348/10512/157506/1909/3091/6949/3911/83989/2296/6899/84541/6405/8829",22
"GO:0050818","BP","GO:0050818","regulation of coagulation","25/2319","79/17913",1.21018336486496e-05,0.00102865586013522,0.000900706132859246,"1906/2152/5327/5328/5329/5055/5270/7057/7035/5054/5154/7056/10630/2149/928/5578/7001/7103/79001/18/114897/84830/10544/2039/2161",25
"GO:0031674","CC","GO:0031674","I band","31/2383","116/18678",3.8624866652168e-05,0.00117713879320893,0.000993210856770034,"1499/667/114907/3315/10398/91624/3856/5530/113146/3880/81493/493/9456/9124/10979/27063/1410/2316/4660/4534/288/10529/6606/171024/8470/80206/10049/8850/23224/23022/84033",31
"GO:0003779","MF","GO:0003779","actin binding","82/2303","361/16969",1.26557183799454e-06,0.00119723095874284,0.00107107342920801,"8727/667/8507/55612/22998/65108/91624/6275/6876/84951/7168/7169/53827/29114/9788/9026/4082/6840/7171/752/5339/79784/23002/84962/7739/7114/4644/54869/10979/23164/57530/57553/2316/57662/60312/9645/3059/7139/9696/10529/84168/122622/9749/23406/2059/50853/800/6525/3983/80206/133746/7533/23012/3688/7145/23242/29767/2037/134549/22837/3636/54434/2633/130271/85458/51361/9455/23345/79983/1266/1730/23224/54822/653857/55704/4628/64780/23022/51332/27/2039/7402",82
"GO:1900046","BP","GO:1900046","regulation of hemostasis","24/2319","75/17913",1.45564087277939e-05,0.0012193629340094,0.00106769203910348,"1906/2152/5327/5328/5329/5055/5270/7057/7035/5054/5154/7056/10630/2149/928/5578/7001/7103/79001/18/114897/84830/2039/2161",24
"GO:0098858","CC","GO:0098858","actin-based cell projection","46/2383","200/18678",4.31128592075551e-05,0.00122756060189584,0.00103575425784962,"231/10123/2683/760/1499/3135/6286/57451/4254/3655/5154/362/3384/10630/4644/1836/286262/3169/59/23303/4534/5205/55607/9368/768/84168/5064/2059/200958/2195/3675/3688/10160/3636/65059/5420/3685/22902/9455/23224/9497/150696/2043/10519/26031/7402",46
"GO:0030426","CC","GO:0030426","growth cone","40/2383","166/18678",4.41154591306318e-05,0.00122756060189584,0.00103575425784962,"57451/57447/23767/7077/79784/7786/9638/116983/4644/3320/7074/3326/5881/50861/55607/2017/23162/9585/2059/3675/4131/80315/23242/29767/10409/267/6792/22859/54434/22902/1500/323/255057/4628/23022/2043/56288/10519/8829/7402",40
"GO:0001667","BP","GO:0001667","ameboidal-type cell migration","89/2319","446/17913",1.69936476008102e-05,0.00137958172347171,0.00120798195710289,"56999/9590/114757/1545/1906/1942/83481/2113/55612/2247/9982/2335/2752/1839/3315/3725/9314/4318/7026/8828/10769/5743/6286/6385/64750/6662/6781/7048/7057/7076/1947/4254/388/2348/10512/6678/3673/4070/1948/9922/10000/84913/3397/201161/3091/9353/9734/7114/3911/90355/5578/6273/5793/91/80005/4017/11156/5801/1012/91862/5797/7476/3675/3688/7145/3640/2196/5176/23189/23380/5063/64081/6899/397/79899/84830/85360/8754/5467/9448/6405/1969/8503/6667/84159/10519/2039/8829/6239",89
"GO:0001101","BP","GO:0001101","response to acid chemical","70/2319","330/17913",1.71069409042972e-05,0.00137958172347171,0.00120798195710289,"231/1645/1646/360/22943/1843/1906/1958/2706/3399/3485/9314/5743/6662/3371/7477/8644/7356/9076/1728/1051/1277/1291/2348/3856/6678/1032/19/3667/3673/3490/55022/2730/1278/493/928/7298/5753/3949/3294/1282/54997/2697/10626/1290/22849/83667/445/84649/6935/5111/1788/2707/6256/56603/2180/2729/58528/4776/2263/80315/5176/7584/1386/6899/1027/5916/4976/27/1307",70
"GO:1902893","BP","GO:1902893","regulation of pri-miRNA transcription by RNA polymerase II","16/2319","40/17913",1.71851010536268e-05,0.00137958172347171,0.00120798195710289,"650/2353/3725/6662/4781/688/8862/84913/3091/4804/2908/7003/4086/4776/7157/5467",16
"GO:0030027","CC","GO:0030027","lamellipodium","44/2383","191/18678",6.00786057045417e-05,0.00151246130120579,0.00127613922289239,"1499/4739/4254/8572/10630/84962/10979/54997/81704/59/5881/55607/2017/348110/84168/221472/5797/8470/3983/2195/3688/8976/64411/3636/65059/5420/23380/4810/3685/54434/22902/130271/1500/2054/23224/323/1000/55704/4628/23022/5783/2245/1969/10519",44
"GO:0030017","CC","GO:0030017","sarcomere","41/2383","174/18678",6.15451689700071e-05,0.00151246130120579,0.00127613922289239,"1499/667/114907/3315/10398/91624/7138/7168/7169/3856/8878/5530/113146/3880/81493/7171/805/493/9456/9124/10979/27063/1410/2316/4660/4534/7139/288/10529/6606/171024/8470/200845/80206/10049/8850/23345/23224/54545/23022/84033",41
"GO:0030016","CC","GO:0030016","myofibril","45/2383","197/18678",6.18557205669618e-05,0.00151246130120579,0.00127613922289239,"1499/667/114907/3315/10398/91624/6385/7138/7168/7169/3856/8878/5530/113146/3880/81493/6840/7171/5339/805/493/9456/9124/10979/27063/1410/2316/4660/4534/7139/288/10529/6606/171024/800/8470/200845/80206/10049/8850/23345/23224/54545/23022/84033",45
"GO:0031253","CC","GO:0031253","cell projection membrane","65/2383","317/18678",6.38069611446193e-05,0.00151246130120579,0.00127613922289239,"468/490/2683/1499/55612/3135/3643/5329/6286/10568/23657/7168/2348/10938/9026/80045/10630/10395/8910/54869/10979/54997/1836/81704/50649/117145/7074/81693/3326/5205/30817/23710/5141/9368/768/6337/84168/221472/9249/5172/5064/2059/10347/200958/3675/200894/378/129880/3688/23189/27035/5420/6792/3685/23224/150696/23286/84455/51332/1969/10519/2039/24138/81848/7402",65
"GO:0030427","CC","GO:0030427","site of polarized growth","40/2383","169/18678",6.76721388198777e-05,0.00154679174445435,0.00130510553438335,"57451/57447/23767/7077/79784/7786/9638/116983/4644/3320/7074/3326/5881/50861/55607/2017/23162/9585/2059/3675/4131/80315/23242/29767/10409/267/6792/22859/54434/22902/1500/323/255057/4628/23022/2043/56288/10519/8829/7402",40
"GO:0045682","BP","GO:0045682","regulation of epidermis development","25/2319","81/17913",1.96368727300703e-05,0.00155344483053679,0.00136021903937733,"360/1499/54206/55612/10468/51083/79977/3280/8609/3872/7538/5275/2810/677/29841/247/1514/8626/10626/2296/861/3858/2146/7421/5467",25
"GO:0061448","BP","GO:0061448","connective tissue development","55/2319","243/17913",2.01886031353994e-05,0.00155344483053679,0.00136021903937733,"650/1499/1906/1958/2247/8091/3398/3696/8609/5744/8710/6591/6662/6781/7045/7048/7076/7477/4781/1277/4015/3400/7314/4322/5307/658/3091/3570/57561/7298/2261/2202/4094/4086/3169/59/4017/84649/6935/85301/139285/1289/860/7059/399979/7476/7227/1386/285590/2737/5916/5467/55959/84159/114789",55
"GO:0034446","BP","GO:0034446","substrate adhesion-dependent cell spreading","26/2319","86/17913",2.02934251659411e-05,0.00155344483053679,0.00136021903937733,"1942/2335/4739/4070/91663/6281/10630/9928/10979/3911/3912/80005/2316/5881/1946/84168/79834/2192/23189/23380/3685/2633/10519/2039/8829/6239",26
"GO:0030330","BP","GO:0030330","DNA damage response, signal transduction by p53 class mediator","30/2319","106/17913",2.04812943322404e-05,0.00155344483053679,0.00136021903937733,"7832/1026/10397/10769/5366/51065/6591/6659/1647/2810/4582/4193/672/2309/3090/27063/83667/55367/5111/5325/675/4194/27330/1027/7157/983/11200/387893/545/2305",30
"GO:0006979","BP","GO:0006979","response to oxidative stress","88/2319","442/17913",2.06946802683967e-05,0.00155344483053679,0.00136021903937733,"374/468/664/1499/114757/1545/50506/1843/1906/2113/2353/2706/3303/3315/3725/9314/4318/4688/10276/4929/5743/50484/6278/6382/23657/7168/8644/7356/1728/6648/1277/388/135112/4193/347/23135/8614/2730/3091/2177/5796/7296/9124/2309/653361/4257/7001/1410/3304/94241/83667/10636/2878/2879/5111/2176/2729/2034/493869/79772/3417/11030/375748/1894/2146/5893/11168/27035/7295/4548/2530/79899/5693/221/51435/2054/7157/9361/983/4323/8754/57332/6667/55139/10516/2936/4779/7486",88
"GO:0007409","BP","GO:0007409","axonogenesis","80/2319","393/17913",2.15020208906314e-05,0.00159335488138269,0.00139516486426661,"627/1382/1942/2335/8609/4929/8828/6277/3925/7345/885/9253/4781/8660/10512/1808/23767/7869/3475/57216/84612/59277/64919/6498/658/9638/9353/219699/4804/9048/3320/30011/26257/5578/2887/5295/9252/4147/7074/4897/26037/79006/7080/23303/3326/1002/1946/2017/288/2886/51330/8399/5797/7476/2263/1009/3688/4131/4692/80208/3913/23242/65059/6792/150465/5063/6477/22902/9334/2737/23566/323/6405/4628/2043/55558/51332/56288/8829/9706",80
"GO:0016324","CC","GO:0016324","apical plasma membrane","62/2383","300/18678",7.34498076388878e-05,0.00162096127203063,0.00136768607327584,"481/490/4680/154043/50506/2335/3485/4008/5874/51458/10568/80736/8140/6781/1364/9076/51421/2348/6520/9026/57216/362/10804/4072/92359/10630/3570/928/22802/8972/5144/1836/2697/9854/9351/81693/7348/23255/3326/5205/55107/9693/9368/154/6337/5172/2065/1048/8470/200958/2195/5420/4810/5028/8777/23094/1000/9497/113278/5337/5584/10519",62
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","43/2303","158/16969",4.09549796340331e-06,0.00168743027472057,0.00150961827180965,"2335/3909/3918/7980/7045/7057/3371/1462/1295/1277/1291/6678/3490/1294/3914/1278/4586/1284/1282/3911/79875/1308/3912/2202/4147/1290/4240/4053/85301/4237/1289/3910/4052/7059/1303/64856/3913/2192/25878/1298/84034/1307/10516",43
"GO:0000978","MF","GO:0000978","RNA polymerase II proximal promoter sequence-specific DNA binding","92/2303","432/16969",5.35125879932526e-06,0.00168743027472057,0.00150961827180965,"468/1649/1999/2113/3280/8091/3725/9314/8609/4084/4824/6591/6659/6662/4609/196/4781/1051/7022/1052/29841/1316/4582/688/8553/60/10620/5017/2114/84913/64919/6498/4286/2313/3091/7050/3015/7071/4774/2309/55509/4605/26257/5013/56938/2908/4086/54626/7080/9603/80317/6935/4899/668/9516/1788/9975/861/90993/860/6256/2551/79755/2120/9575/170959/2118/7541/25988/4692/2146/3087/79365/1877/10732/1386/7421/147912/4212/7020/7157/2737/51621/9095/2004/51804/5451/6934/11279/6667/6239/23512",92
"GO:0019838","MF","GO:0019838","growth factor binding","35/2303","121/16969",7.34121593975614e-06,0.00173619756975233,0.00155324674093788,"1843/9982/3485/3486/3489/3643/8828/7048/7057/1277/1291/3655/5154/3490/3977/3691/1278/3570/4804/1282/51232/2261/10626/91/4053/1289/4052/2065/2263/3685/9702/4054/64285/5654/8829",35
"GO:1903035","BP","GO:1903035","negative regulation of response to wounding","26/2319","87/17913",2.54156668125745e-05,0.00182985375878803,0.0016022467441728,"1026/1906/83481/2247/5327/5328/5329/5055/5270/7057/54361/7035/5054/5154/7056/928/2697/90102/7103/11202/18/114897/1027/84830/2043/2161",26
"GO:0032963","BP","GO:0032963","collagen metabolic process","29/2319","102/17913",2.54385721778415e-05,0.00182985375878803,0.0016022467441728,"114757/54206/5653/4312/4318/8710/54361/1277/1508/3673/4322/3397/1514/3091/2149/1278/9902/9697/1509/4324/55323/1289/90993/3688/1520/4323/5467/57332/10536",29
"GO:0009913","BP","GO:0009913","epidermal cell differentiation","72/2319","346/17913",2.56432793186557e-05,0.00182985375878803,0.0016022467441728,"360/1475/1499/1830/54206/79977/3280/9314/8609/3861/3872/25984/3852/3854/5266/6278/80736/6699/6703/7051/7538/8796/8644/5275/3866/2810/5493/677/79152/3856/29841/247/3855/3880/5317/730755/64919/1514/1824/8626/144501/3875/3714/26154/10626/286887/3860/6700/2296/9368/861/1825/56603/55283/6705/23086/5652/3858/3713/2355/2146/2125/427/23254/7421/1832/8754/6704/23022/27152/1969/7357",72
"GO:0010837","BP","GO:0010837","regulation of keratinocyte proliferation","14/2319","33/17913",2.61672721791247e-05,0.00184447357555294,0.00161504806979758,"374/83481/6591/7051/7538/2810/677/1948/64919/5796/8626/687/7421/27152",14
"GO:0060070","BP","GO:0060070","canonical Wnt signaling pathway","66/2319","311/17913",2.89551727872748e-05,0.0020163963700054,0.00176558618593807,"650/1499/1649/22943/1958/55612/3485/3489/9314/4929/6382/64750/6591/6659/83595/6662/54361/7477/8796/8613/1277/2348/25805/80114/4286/27122/6932/2309/261734/1601/79960/6478/5698/65981/9368/139285/80139/8325/65268/3487/5218/84327/6657/7476/25937/441478/2263/4790/80326/23189/57680/85458/5693/1500/2737/5916/4040/8312/79705/1000/27130/55959/6907/6934/64840/2776",66
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","45/2383","201/18678",0.000102412070098481,0.0021847908287676,0.00184341726177266,"360/481/490/2683/760/1499/667/83481/51458/1364/9076/2348/9635/9132/3655/4070/57216/362/4072/10630/493/3570/7039/1366/3949/3326/768/288/2065/30061/5064/1048/200958/3675/5028/10257/3248/2054/1832/8754/9057/1000/9497/150696/9056",45
"GO:0000987","MF","GO:0000987","proximal promoter sequence-specific DNA binding","94/2303","452/16969",1.17608670838491e-05,0.00222515605226426,0.00199068150219257,"468/1649/1999/2113/3280/8091/3725/9314/8609/4084/4824/6591/6659/6662/4609/196/4781/1051/7022/1052/29841/1316/4582/688/8553/60/10620/5017/2114/84913/64919/6498/4286/2313/3091/7050/3015/7071/4774/2309/55509/4605/26257/5013/56938/2908/7003/4086/54626/7080/29128/9603/80317/6935/4899/668/9516/1788/9975/861/90993/860/6256/2551/79755/2120/9575/170959/2118/7541/25988/4692/2146/3087/79365/1877/10732/1386/7421/147912/4212/7020/7157/2737/51621/9095/2004/51804/5451/6934/11279/6667/6239/23512",94
