Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)_Homo sapiens_R-HSA-2404192	1/288	0.40704007864010533	1.0	0	0	1.9290123456790123	1.7338804495958886	FGF7
IRS-related events triggered by IGF1R_Homo sapiens_R-HSA-2428928	1/288	0.40704007864010533	1.0	0	0	1.9290123456790123	1.7338804495958886	FGF7
FCERI mediated MAPK activation_Homo sapiens_R-HSA-2871796	1/289	0.40812299853260114	1.0	0	0	1.9223375624759709	1.7227733237569183	FGF7
Signaling by Insulin receptor_Homo sapiens_R-HSA-74752	1/311	0.43146656952395823	1.0	0	0	1.7863522686673812	1.5015456350328378	FGF7
VEGFA-VEGFR2 Pathway_Homo sapiens_R-HSA-4420097	1/320	0.4407560138311612	1.0	0	0	1.7361111111111112	1.4223330091265434	FGF7
Signaling by SCF-KIT_Homo sapiens_R-HSA-1433557	1/325	0.44585287687236014	1.0	0	0	1.7094017094017095	1.3807970151546431	FGF7
Downstream signaling of activated FGFR2_Homo sapiens_R-HSA-5654696	1/329	0.4498978237617553	1.0	0	0	1.6886187098953056	1.3487584942698787	FGF7
Downstream signaling of activated FGFR4_Homo sapiens_R-HSA-5654716	1/329	0.4498978237617553	1.0	0	0	1.6886187098953056	1.3487584942698787	FGF7
Downstream signaling of activated FGFR3_Homo sapiens_R-HSA-5654708	1/329	0.4498978237617553	1.0	0	0	1.6886187098953056	1.3487584942698787	FGF7
Signaling by ERBB4_Homo sapiens_R-HSA-1236394	1/330	0.45090456657799255	1.0	0	0	1.6835016835016836	1.3409083601189902	FGF7
Signaling by FGFR4_Homo sapiens_R-HSA-5654743	1/332	0.4529126812231045	1.0	0	0	1.673360107095047	1.3253947937766875	FGF7
Downstream signaling of activated FGFR1_Homo sapiens_R-HSA-5654687	1/332	0.4529126812231045	1.0	0	0	1.673360107095047	1.3253947937766875	FGF7
Signaling by FGFR3_Homo sapiens_R-HSA-5654741	1/333	0.45391405926777917	1.0	0	0	1.668335001668335	1.3177300561005834	FGF7
Signaling by FGFR1_Homo sapiens_R-HSA-5654736	1/336	0.45690751316169154	1.0	0	0	1.6534391534391535	1.2950963736295502	FGF7
Downstream signal transduction_Homo sapiens_R-HSA-186763	1/341	0.46186118655785263	1.0	0	0	1.6291951775822744	1.2585384409321234	FGF7
DAP12 signaling_Homo sapiens_R-HSA-2424491	1/344	0.4648122752048671	1.0	0	0	1.6149870801033592	1.2372765893800688	FGF7
Signaling by EGFR_Homo sapiens_R-HSA-177929	1/355	0.4754989194145501	1.0	0	0	1.564945226917058	1.1633656800060717	FGF7
DAP12 interactions_Homo sapiens_R-HSA-2172127	1/359	0.4793332981378983	1.0	0	0	1.547508511296812	1.1379744704349437	FGF7
Signaling by FGFR2_Homo sapiens_R-HSA-5654738	1/361	0.4812402538236529	1.0	0	0	1.538935056940597	1.1255596266239156	FGF7
Signaling by FGFR_Homo sapiens_R-HSA-190236	1/366	0.4859779839692573	1.0	0	0	1.5179113539769278	1.0953126238350335	FGF7
NGF signalling via TRKA from the plasma membrane_Homo sapiens_R-HSA-187037	1/374	0.4934709818160354	1.0	0	0	1.4854426619132501	1.0491551138078996	FGF7
Signaling by Interleukins_Homo sapiens_R-HSA-449147	1/392	0.5099440291715484	1.0	0	0	1.417233560090703	0.9544420436633106	FGF7
Fc epsilon receptor (FCERI) signaling_Homo sapiens_R-HSA-2454202	1/395	0.5126384139110693	1.0	0	0	1.4064697609001406	0.939781334049892	FGF7
Gastrin-CREB signalling pathway via PKC and MAPK_Homo sapiens_R-HSA-881907	1/432	0.5447077073534613	1.0	0	0	1.2860082304526748	0.7812576452814048	FGF7
Signalling by NGF_Homo sapiens_R-HSA-166520	1/450	0.5595576805590823	1.0	0	0	1.2345679012345678	0.7168008191335266	FGF7
Cell Cycle, Mitotic_Homo sapiens_R-HSA-69278	1/462	0.5691949070501675	1.0	0	0	1.2025012025012025	0.6776483409862328	MYC
Axon guidance_Homo sapiens_R-HSA-422475	1/515	0.6093626237556488	1.0	0	0	1.0787486515641855	0.5343492418237226	FGF7
Cell Cycle_Homo sapiens_R-HSA-1640170	1/566	0.6445639965586057	1.0	0	0	0.9815469179426777	0.43107691901037093	MYC
Adaptive Immune System_Homo sapiens_R-HSA-1280218	1/762	0.7533185260001722	1.0	0	0	0.7290755322251385	0.20652313453563415	FGF7
Developmental Biology_Homo sapiens_R-HSA-1266738	1/786	0.764168376625983	1.0	0	0	0.7068136839129207	0.19010964506901032	FGF7
Innate Immune System_Homo sapiens_R-HSA-168249	1/807	0.7732802681004532	1.0	0	0	0.6884207627702051	0.17700242611860934	FGF7
Immune System_Homo sapiens_R-HSA-168256	2/1547	0.7787821105868545	1.0	0	0	0.7182360123536594	0.17957622368180914	FGF7;MT2A
Signaling by GPCR_Homo sapiens_R-HSA-372790	1/1293	0.9100233902416999	1.0	0	0	0.42966400274984967	0.040510860290136924	FGF7
